com_av,libelle_av,com_ap,libelle_ap
08294,La Moncelle,08053,Bazeilles
14139,Carville,14061,Souleuvre en Bocage
14671,Sept-Frères,14658,Noues de Sienne
20021,Argiusta-Moriccio,2A021,Argiusta-Moriccio
20276,Serra-di-Ferro,2A276,Serra-di-Ferro
20358,Zévaco,2A358,Zévaco
25399,Montfort,25460,Le Val
27236,Faverolles-les-Mares,27106,Bournainville-Faverolles
28340,Saint-Hilaire-sur-Yerre,28103,Cloyes-les-Trois-Rivières
35301,Saint-M'Hervon,35184,Montauban-de-Bretagne
38312,Pommiers-la-Placette,38407,La Sure en Chartreuse
39524,Tancua,39367,Morbier
42190,Rochetaillée,42218,Saint-Étienne
48047,La Chaze-de-Peyre,48009,Peyre en Aubrac
49285,Saint-Germain-sur-Moine,49301,Sèvremoine
52035,Hauts-de-Vingeanne,52035,Baissey
52152,Couzon-sur-Coulange,52405,Le Montsaugeonnais
53166,Niort-la-Fontaine,53127,Lassay-les-Châteaux
55187,Flabas,55341,Moirey-Flabas-Crépion
59245,Forenville,59567,Séranvillers-Forenville
61306,Neuville-près-Sées,61081,Chailloué
61353,Ronfeugerai,61007,Athis-Val de Rouvre
61368,Saint-Aubin-des-Grois,61309,Perche en Nocé
67064,Bremmelbach,67074,Cleebourg
67518,Wangenbourg,67122,Wangenbourg-Engenthal
75015,Bry-sur-Marne,94015,Bry-sur-Marne
75032,Fontenay-aux-Roses,92032,Fontenay-aux-Roses
78112,Brouy,91112,Brouy
78127,Cergy,95127,Cergy
78330,Lardy,91330,Lardy
78662,Villeconin,91662,Villeconin
85253,Saint-Médard-des-Prés,85092,Fontenay-le-Comte
88396,Roncourt,88227,Hagnéville-et-Roncourt
89301,Plessis-du-Mée,89469,Perceneige
02045,Barbonval,02439,Longueval-Barbonval
02394,Jouy,02008,Aizy-Jouy
14156,Chênedollé,14726,Valdallière
14507,Pleines-Œuvres,50592,Tessy-Bocage
14642,Saint-Paul-de-Courtonne,14194,Courtonne-les-Deux-Églises
16265,Porcheresse,16046,Blanzac-Porcheresse
17169,La Frédière,17344,Saint-Hilaire-de-Villefranche
20046,Cagnano,2B046,Cagnano
20078,Castellare-di-Mercurio,2B078,Castellare-di-Mercurio
20120,Furiani,2B120,Furiani
20121,Galéria,2B121,Galéria
20338,Valle-d'Orezza,2B338,Valle-d'Orezza
20365,San-Gavino-di-Fiumorbo,2B365,San-Gavino-di-Fiumorbo
22179,Fréhel,22179,Fréhel
28165,Frétigny,28331,Saintigny
35074,Chaumeré,35096,Domagné
47223,Rives,47223,Rives
48172,Saint-Maurice-de-Ventalon,48116,Pont de Montvert - Sud Mont Lozère
51114,Champaubert-aux-Bois,51269,Giffaumont-Champaubert
52018,Argentolles,52140,Colombey-les-Deux-Églises
57185,Dourd'Hal,57606,Saint-Avold
57363,Kerprich-lès-Dieuze,57270,Val-de-Bride
61047,Bocquencé,61167,La Ferté-en-Ouche
61431,Saint-Michel-des-Andaines,61483,Bagnoles de l'Orne Normandie
64179,Castetner,64179,Castetner
64269,Idron-Ousse-Sendets,64269,Idron
65027,Armenteule,65282,Loudenvielle
67014,Auenheim,67418,Rountzenheim-Auenheim
73093,La Côte-d'Aime,73150,La Plagne Tarentaise
76539,Rouelles,76351,Le Havre
77422,Saint-Martin-Chennetron,77026,Beauchery-Saint-Martin
78018,Argenteuil,95018,Argenteuil
78203,Eaubonne,95203,Eaubonne
78347,Longpont-sur-Orge,91347,Longpont-sur-Orge
78519,Richarville,91519,Richarville
78600,Soisy-sur-Seine,91600,Soisy-sur-Seine
78631,Varennes-Jarcy,91631,Varennes-Jarcy
80447,Hyencourt-le-Grand,80621,Hypercourt
81241,Saint-Antonin-de-Lacalm,81233,Terre-de-Bancalié
85165,L'Oie,85165,L'Oie
85203,Sainte-Christine,85020,Benet
01132,Crépieux-la-Pape,69286,Rillieux-la-Pape
02348,Glennes,02439,Les Septvallons
05002,Agnières-en-Dévoluy,05139,Dévoluy
05015,Barret-le-Haut,05014,Barret-le-Bas
14158,Chicheboville,14456,Moult-Chicheboville
16407,Villars,16198,Magnac-Lavalette-Villars
19127,Marc-la-Tour,19098,Lagarde-Marc-la-Tour
20125,Giocatojo,2B125,Giocatojo
20235,Pioggiola,2B235,Pioggiola
22270,Saint-Aaron,22093,Lamballe
24118,Chenaud,24316,Parcoul-Chenaud
25577,Vaivre,25485,Rémondans-Vaivre
25585,Vanclans,25424,Les Premiers Sapins
27007,Ajou,27049,Mesnil-en-Ouche
27255,Fontenay-en-Vexin,27213,Vexin-sur-Epte
29157,Penhars,29232,Quimper
35043,Broons-sur-Vilaine,35068,Châteaubourg
39082,Ceffia,39018,Aromas
39161,Communailles-en-Montagne,39331,Mignovillard
39439,Port-Lesney-Grange-de-Vaivre,39439,Port-Lesney
46150,Lamativie,46311,Sousceyrac-en-Quercy
49074,La Chapelle-Rousselin,49092,Chemillé-en-Anjou
49144,Freigné,44180,Vallons-de-l'Erdre
49185,Lué-en-Baugeois,49163,Jarzé Villages
50116,Champcey,50565,Sartilly-Baie-Bocage
50375,Néville-sur-Mer,50142,Vicq-sur-Mer
55482,Senoncourt-les-Maujouy,55482,Senoncourt-les-Maujouy
57733,Volstroff,57733,Volstroff
61003,Anceins,61167,La Ferté-en-Ouche
64252,Val-du-Gave-d'Aspe,64252,Gurmençon
76108,Bois-Guillaume-Bihorel,76108,Bois-Guillaume
76215,Derchigny,76618,Petit-Caux
78024,Arthies,95024,Arthies
78081,Boissy-le-Sec,91081,Boissy-le-Sec
78103,Brétigny-sur-Orge,91103,Brétigny-sur-Orge
78459,Nucourt,95459,Nucourt
78473,Orveau,91473,Orveau
78527,Roissy-en-France,95527,Roissy-en-France
78578,Saint-Sulpice-de-Favières,91578,Saint-Sulpice-de-Favières
78654,Videlles,91654,Videlles
85283,Simon-la-Vineuse,85223,Sainte-Hermine
86144,Maisonneuve,86144,Maisonneuve
86243,Saint-Romain-sur-Vienne,86092,Dangé-Saint-Romain
88339,Outrancourt,88114,Contrexéville
89107,Chigy,89411,Les Vallées de la Vanne
89473,Villiers-sur-Tholon,89003,Montholon
01253,Mollon,01450,Villieu-Loyes-Mollon
01278,Ochiaz,01033,Valserhône
02077,Berzy-le-Sec,02564,Bernoy-le-Château
08091,La Cassine,08469,Vendresse
08181,Frénois,08409,Sedan
14071,Biéville-en-Auge,14527,Biéville-Quétiéville
14253,Estry,14726,Valdallière
16319,Saint-Genis-de-Blanzac,16046,Côteaux du Blanzacais
20129,Grossa,2A129,Grossa
20132,Guargualé,2A132,Guargualé
20307,Santa-Lucia-di-Moriani,2B307,Santa-Lucia-di-Moriani
22230,Plounez,22162,Paimpol
24389,Saint-Cirq,24172,Les Eyzies
27024,Le Roncenay-Authenay,27198,Mesnils-sur-Iton
27344,Houlbec-près-le-Gros-Theil,27062,Les Monts du Roumois
38123,Corbas,69273,Corbas
39242,Froidefontaine,39331,Mignovillard
48033,Canilhac,48017,Banassac-Canilhac
49115,Coutures,49050,Brissac Loire Aubance
50319,Le Mesnil-Raoult,50139,Condé-sur-Vire
50380,Notre-Dame-d'Elle,50492,Saint-Jean-d'Elle
50561,Saint-Ursin,50493,Saint-Jean-des-Champs
55548,Vertuzey,55184,Euville
57306,Hayange,57306,Hayange
57646,Sentzich,57124,Cattenom
67108,Duppigheim,67108,Duppigheim
67262,Leiterswiller,67206,Hoffen
75012,Boulogne-Billancourt,92012,Boulogne-Billancourt
75080,Vincennes,94080,Vincennes
79182,Montigny,79123,La Forêt-sur-Sèvre
90056,Joncherey,90056,Joncherey
02669,Saint-Agnan,02053,Vallées en Champagne
04125,Montblanc,04043,Val-de-Chalvagne
08177,Foulzy,08189,Girondelle
14549,Rully,14726,Valdallière
15210,Saint-Rémy-de-Salers,15202,Saint-Martin-Valmeroux
20030,Barrettali,2B030,Barrettali
20193,Omessa,2B193,Omessa
20327,Tomino,2B327,Tomino
22297,Saint-Gouéno,22046,Le Mené
25396,Montferney,25505,Rougemont
26219,Mureils,26216,Saint-Jean-de-Galaure
27166,Condé-sur-Iton,27198,Mesnils-sur-Iton
27639,Le Thuit-Simer,27638,Le Thuit de l'Oison
37135,Louestault,37021,Beaumont-Louestault
39152,Cinquétral,39478,Saint-Claude
50392,Les Pas,50410,Pontorson
52033,Avrecourt,52033,Avrecourt
52209,Fresnoy-en-Bassigny,52377,Parnoy-en-Bassigny
52334,Montormentier,52158,Cusey
52532,Villiers-aux-Bois,52497,Troisfontaines-la-Ville
53183,Poulay,53160,Montreuil-Poulay
53268,Vaucé,53079,Couesmes-Vaucé
54384,Morey,54059,Belleau
55273,Lamarche-en-Woëvre,55245,Madine
57573,Réning,57573,Réning
59373,Malo-les-Bains,59183,Dunkerque
61134,Courtoulin,61029,Bazoches-sur-Hoëne
61254,Marnefer,61167,La Ferté-en-Ouche
67549,Wœllenheim,67532,Willgottheim
70191,Cubry-lès-Soing,70492,Soing-Cubry-Charentenay
70497,Tavey,70285,Héricourt
79006,Les Alleuds,79136,Alloinay
79206,Petit-Breuil-Deyrançon,79170,Mauzé-sur-le-Mignon
85032,Bourg-sous-la-Roche-sur-Yon,85191,La Roche-sur-Yon
85124,La Limouzinière,85046,La Chaize-le-Vicomte
85249,Saint-Martin-sous-Mouzeuil,85158,Mouzeuil-Saint-Martin
86071,Cheneché,86281,Saint Martin la Pallu
89448,Vignes,89197,Guillon-Terre-Plaine
89454,Villefranche,89086,Charny Orée de Puisaye
14113,Burcy,14726,Valdallière
14532,Le Reculey,14061,Souleuvre en Bocage
14730,Vaudry,14762,Vire Normandie
20172,Murato,2B172,Murato
20202,Parata,2B202,Parata
22301,Saint-Igneuc,22084,Jugon-les-Lacs
28244,Mervilliers,28199,Janville-en-Beauce
32006,Arcamont,32348,Roquelaure
39257,Grand-Châtel,39561,Villards-d'Héria
44059,Fresnay-en-Retz,44021,Villeneuve-en-Retz
49118,Dampierre-sur-Loire,49328,Saumur
49337,Soucelles,49377,Rives-du-Loir-en-Anjou
50248,Le Hommet-d'Arthenay,50409,Pont-Hébert
51335,Maclaunay,51380,Montmirail
52454,Saint-Michel,52529,Villegusien-le-Lac
53205,Saint-Céneré,53161,Montsûrs-Saint-Céneré
55227,Han-devant-Pierrepont,54602,Han-devant-Pierrepont
59298,Hellemmes-Lille,59350,Lille
60266,Fumechon,60133,Catillon-Fumechon
61270,Ménil-Jean,61339,Putanges-le-Lac
64329,Lée,64329,Lée
67211,Hohwiller,67474,Soultz-sous-Forêts
75044,Levallois-Perret,92044,Levallois-Perret
76044,Auzouville-Auberbosc,76258,Terres-de-Caux
78106,Breux,91106,Breux
78130,Chalo-Saint-Mars,91130,Chalo-Saint-Mars
78155,Chennevières-sur-Marne,94019,Chennevières-sur-Marne
78271,Génicourt,95271,Génicourt
79004,Aigonnay,79185,Aigondigné
79054,Brie,79196,Plaine-et-Vallées
89185,Fyé,89068,Chablis
89293,Perreuse,89420,Treigny
89476,La Villotte,89472,Villiers-Saint-Benoît
04232,Valsaintes,04208,Simiane-la-Rotonde
07132,Largentière,07132,Largentière
08359,Rémonville,08437,Tailly
12114,Grand-Vabre,12076,Conques-en-Rouergue
14010,Ammeville,14654,Saint-Pierre-en-Auge
14164,Clinchamps-sur-Orne,14349,Laize-Clinchamps
14697,L'Oudon,14654,Saint-Pierre-en-Auge
14718,Truttemer-le-Petit,14762,Vire Normandie
20134,L'Île-Rousse,2B134,L'Île-Rousse
25319,Labergement-du-Navois,25334,Levier
25353,Lusans,25468,Pouligney-Lusans
29231,Quimerch,29302,Pont-de-Buis-lès-Quimerch
38251,Montceau,38348,Ruy
39125,Chaumont,39478,Saint-Claude
39158,Coisia,39530,Thoirette-Coisia
42244,Saint-Julien-en-Jarez,42207,Saint-Chamond
49124,Douces,49125,Doué-la-Fontaine
49264,Saint-André-de-la-Marche,49301,Sèvremoine
50068,Bourey,50109,Cérences
51427,Perthes-lès-Hurlus,51553,Souain-Perthes-lès-Hurlus
52059,Bonnecourt,52059,Bonnecourt
52215,Genrupt,52060,Bourbonne-les-Bains
54133,Coincourt,54133,Coincourt
55086,Bulainville,55389,Nubécourt
57378,Landonvillers,57155,Courcelles-Chaussy
70434,Quitteur,70058,Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur
72242,Ponthouin,72196,Mézières-sur-Ponthouin
72365,Le Val,72317,Saint-Rémy-du-Val
74300,Vieugy,74010,Annecy
77028,Beautheil,77433,Beautheil-Saints
78079,Boissy-la-Rivière,91079,Boissy-la-Rivière
78198,D'Huison-Longueville,91198,D'Huison-Longueville
78293,Guigneville-sur-Essonne,91293,Guigneville-sur-Essonne
78488,Pierrelaye,95488,Pierrelaye
78577,Saintry-sur-Seine,91577,Saintry-sur-Seine
80309,Fieffes,80566,Fieffes-Montrelet
80539,Mesnil-Eudin,80084,Bermesnil
81155,Marsal,81026,Bellegarde-Marsal
85003,Aizenay,85003,Aizenay
89110,Civry-sur-Serein,89246,Massangis
14142,Castilly,14342,Isigny-sur-Mer
14470,Norrey-en-Bessin,14610,Saint-Manvieu-Norrey
20052,Campana,2B052,Campana
22120,Lanvézéac,22030,Caouënnec-Lanvézéac
24447,Sainte-Marie-de-Chignac,24053,Boulazac Isle Manoire
27211,Écardenville-sur-Eure,27191,Clef Vallée d'Eure
27416,Buis-sur-Damville,27198,Mesnils-sur-Iton
29154,Nizon,29217,Pont-Aven
39414,Le Petit-Mercey,39190,Dampierre
50001,Acqueville,50041,La Hague
50204,Glatigny,50236,La Haye
50396,Les Perques,50082,Bricquebec-en-Cotentin
50631,Les Veys,50099,Carentan les Marais
55216,Gouraincourt,55216,Gouraincourt
61172,Fontenai-les-Louvets,61228,L'Orée-d'Écouves
61191,Glos-la-Ferrière,61167,La Ferté-en-Ouche
61506,Villers-en-Ouche,61167,La Ferté-en-Ouche
62294,Enguinegatte,62295,Enquin-lez-Guinegatte
62707,Richebourg-Saint-Vaast,62706,Richebourg
64541,Urdès,64300,Lacq
72063,La Chapelle-Gaugain,72262,Loir en Vallée
72081,Cherreau,72080,Cherré-Au
75022,Choisy-le-Roi,94022,Choisy-le-Roi
75035,La Garenne-Colombes,92035,La Garenne-Colombes
75081,Vitry-sur-Seine,94081,Vitry-sur-Seine
76081,Berneval-le-Grand,76618,Petit-Caux
78154,Chennevières-lès-Louvres,95154,Chennevières-lès-Louvres
78584,Santeuil,95584,Santeuil
79304,Sansais,79304,Sansais
85195,Saint-André-d'Ornay,85191,La Roche-sur-Yon
85279,Saligny,85019,Bellevigny
88072,Brancourt,88460,Soulosse-sous-Saint-Élophe
89135,Cusy,89005,Ancy-le-Franc
02597,Perles,02439,Les Septvallons
14099,Bretteville-sur-Dives,14654,Saint-Pierre-en-Auge
14441,Mont-Bertrand,14061,Souleuvre en Bocage
14568,Sainte-Croix-Grand-Tonne,14098,Thue et Mue
14688,Thiéville,14654,Saint-Pierre-en-Auge
16344,Saint-Projet-Saint-Constant,16281,La Rochefoucauld-en-Angoumois
16417,Viville,16204,Bellevigne
20111,Felce,2B111,Felce
20171,Muracciole,2B171,Muracciole
24103,Le Change,24026,Bassillac et Auberoche
25123,Charbonnières-les-Sapins,25222,Étalans
27308,Guitry,27213,Vexin-sur-Epte
29121,Larret,29221,Porspoder
36183,Sainte-Cécile,36229,Val-Fouzon
38025,Balbins,38284,Ornacieux-Balbins
39212,Essavilly,39331,Mignovillard
39580,Le Viseney,39049,Bersaillin
42111,Izieux,42207,Saint-Chamond
45295,Saint-Péravy-Épreux,45240,Outarville
48113,Pin-Moriès,48099,Le Monastier-Pin-Moriès
50119,Les Champs-de-Losque,50431,Remilly Les Marais
50160,Denneville,50412,Port-Bail-sur-Mer
50330,Mobecq,50236,La Haye
50625,Vengeons,50582,Sourdeval
52224,Gonaincourt,52064,Bourmont
52240,Heuilley-le-Grand,52240,Heuilley-le-Grand
53065,Châtres-la-Forêt,53097,Évron
55204,Génicourt-sur-Meuse,55204,Génicourt-sur-Meuse
57450,Marspich,57306,Hayange
61004,Antoigny,61168,La Ferté Macé
61235,Loré,61211,Juvigny Val d'Andaine
64108,Bellocq,64108,Bellocq
67561,Zollingen,67435,Sarrewerden
70300,Leffond,70122,Champlitte
71180,Donzy-le-National,71582,La Vineuse sur Fregande
72207,Montigny,72137,Villeneuve-en-Perseigne
73321,Villarlurin,73257,Les Belleville
78287,Grisy-les-Plâtres,95287,Grisy-les-Plâtres
78376,Marolles-en-Hurepoix,91376,Marolles-en-Hurepoix
78379,Maudétour-en-Vexin,95379,Maudétour-en-Vexin
78509,Puiseux-en-France,95509,Puiseux-en-France
78687,Viry-Châtillon,91687,Viry-Châtillon
79296,Saint-Sauveur,79049,Bressuire
86056,La Chapelle-Montreuil,86123,Boivre-la-Vallée
12305,Viviez-les-Albres,12305,Viviez
14330,Heurtevent,14371,Livarot-Pays-d'Auge
14548,Rucqueville,14406,Moulins-en-Bessin
14763,Vouilly,14342,Isigny-sur-Mer
20042,Borgo,2B042,Borgo
20062,Carbuccia,2A062,Carbuccia
20340,Velone-Orneto,2B340,Velone-Orneto
22154,Morieux,22093,Lamballe-Armor
22192,Plessix-Balisson,22209,Beaussais-sur-Mer
24250,Mandacou,24168,Plaisance
26044,Béconne,26276,Roche-Saint-Secret-Béconne
27270,Fresne-l'Archevêque,27070,Frenelles-en-Vexin
27607,Saint-Thurien,27263,Le Perrey
28115,Courtalain,28012,Commune nouvelle d'Arrou
29050,Ergué-Armel,29232,Quimper
36151,Parpeçay,36229,Val-Fouzon
38021,Autrans,38225,Autrans-Méaudre en Vercors
41011,Baigneaux,41171,Oucques La Nouvelle
44225,Freigné,44180,Vallons-de-l'Erdre
49087,Chavaignes,49228,Noyant-Villages
49379,Le Voide,49373,Vihiers
50410,Pontorson,50410,Pontorson
50566,Saultchevreuil-du-Tronchet,50639,Villedieu-les-Poêles
51123,Chantecoq,51269,Giffaumont
52042,Beauchemin,52042,Beauchemin
52299,Maconcourt,52456,Saint-Urbain-Maconcourt
55056,Blercourt,55385,Nixéville-Blercourt
55298,Loisey-Culey,55298,Loisey
59020,Ascq,59009,Villeneuve-d'Ascq
60453,La Neuville-d'Aumont,60196,La Drenne
61173,Fontenai-sur-Orne,61153,Écouché-les-Vallées
61511,Vrigny,61375,Boischampré
62226,Clarques,62691,Saint-Augustin
70354,Montarlot-lès-Champlitte,70122,Champlitte
70475,Saint-Valbert,70245,Fougerolles-Saint-Valbert
71375,Le Rousset,71279,Le Rousset-Marizy
78145,Chatignonville,91145,Chatignonville
78270,Genainville,95270,Genainville
78596,Sèvres,92072,Sèvres
78614,Thionville-sur-Opton,78381,Maulette
87136,Saint-Barbant,87028,Val-d'Oire-et-Gartempe
88235,Hautmougey,88029,La Vôge-les-Bains
89401,Sougères-sur-Sinotte,89263,Monéteau
04072,Archail-Draix,04072,Draix
14017,Annebecq,14352,Landelles-et-Coupigny
14313,Grandchamp-le-Château,14431,Mézidon Vallée d'Auge
14386,Magny-la-Campagne,14431,Mézidon Vallée d'Auge
16327,Saint-Hilaire,16028,Barbezieux-Saint-Hilaire
19032,Brivezac,19019,Beaulieu-sur-Dordogne
20142,Levie,2A142,Levie
20221,Piedipartino,2B221,Piedipartino
20244,Popolasca,2B244,Popolasca
20316,Santa-Reparata-di-Balagna,2B316,Santa-Reparata-di-Balagna
27479,Provemont,27153,Chauvincourt
35348,Vendel,35282,Rives-du-Couesnon
39098,Champagny,39133,Chaux-Champagny
40009,Arjuzanx,40197,Morcenx-la-Nouvelle
50427,Ravenoville,50523,Sainte-Mère-Église
51366,Le Mesnil-lès-Hurlus,51368,Minaucourt-le-Mesnil-lès-Hurlus
52340,Montsaugeon,52405,Le Montsaugeonnais
52412,Le Puits-des-Mèzes,52050,Biesles
55419,Récicourt,55419,Récicourt
61179,La Fresnaye-au-Sauvage,61339,Putanges-le-Lac
72263,Sables,72048,Briosne-lès-Sables
72371,Verron,72154,La Flèche
75078,Villeneuve-la-Garenne,92078,Villeneuve-la-Garenne
78280,Goussainville,95280,Goussainville
78374,Marolles-en-Beauce,91374,Marolles-en-Beauce
78435,Morsang-sur-Seine,91435,Morsang-sur-Seine
85107,La Guyonnière,85146,Montaigu-Vendée
89070,Chambeugle,89086,Charny Orée de Puisaye
01442,Vieu,01036,Valromey-sur-Séran
01458,Vouvray,01033,Valserhône
02202,Cohan,02220,Coulonges-Cohan
14051,Beaufour,14231,Beaufour-Druval
14094,Bray-la-Campagne,14005,Valambray
14585,Saint-Germain-du-Crioult,14174,Condé-en-Normandie
16029,Brie-Bardenac,16029,Bardenac
20138,Lavatoggio,2B138,Lavatoggio
20260,Riventosa,2B260,Riventosa
22017,Brélévenez,22113,Lannion
25205,Doulaize,25223,Éternoz
38202,Jons,69280,Jons
41257,Thenay,41059,Le Controis-en-Sologne
42024,Bouthéon,42005,Andrézieux-Bouthéon
49141,Forges,49125,Doué-en-Anjou
49254,Querré,49080,Les Hauts-d'Anjou
50132,Les Chéris,50168,Ducey-Les Chéris
50526,Saint-Michel-des-Loups,50066,Jullouville
50528,Pierrepont-en-Cotentin,50528,Saint-Nicolas-de-Pierrepont
52537,Villiers-sur-Marne,52230,Gudmont-Villiers
53217,Saint-Gault,53186,Quelaines-Saint-Gault
55585,Woinville,55093,Buxières-sous-les-Côtes
61042,Bellou-sur-Huisne,61345,Rémalard en Perche
61378,Sainte-Croix-sur-Orne,61339,Putanges-le-Lac
66135,Périllos,66127,Opoul-Périllos
67157,Gimbrett,67034,Berstett
72318,Saint-Rigomer-des-Bois,72137,Villeneuve-en-Perseigne
73199,Petit-Cœur,73187,La Léchère
77189,Fontaine-sous-Montaiguillon,77262,Louan-Villegruis-Fontaine
77346,Ormeaux,77264,Lumigny-Nesles-Ormeaux
78630,Le Val-Saint-Germain,91630,Le Val-Saint-Germain
79017,Les Aubiers,79195,Nueil-les-Aubiers
79039,Boisserolles,79078,Plaine-d'Argenson
79187,Moutiers-sous-Argenton,79013,Argentonnay
86073,Cherves,86073,Cherves
86101,Frontenay-sur-Dive,86225,Saint-Jean-de-Sauves
14418,Le Mesnil-Durand,14371,Livarot-Pays-d'Auge
17090,Chardes,17240,Montendre
20214,Piano,2B214,Piano
20282,Soccia,2A282,Soccia
26237,Le Pilhon,26136,Val-Maravel
27060,Berthenonville,27213,Vexin-sur-Epte
27303,Guernanville,27565,Le Lesme
29258,Saint-Pierre-Quilbignon,29019,Brest
39224,Fétigny,39290,Valzin en Petite Montagne
49079,Chartrené,49018,Baugé-en-Anjou
55091,Butgnéville,55457,Saint-Hilaire-en-Woëvre
61441,Saint-Ouen-sur-Maire,61153,Écouché-les-Vallées
71432,Saint-Jean-le-Priche,71270,Mâcon
73203,Pontamafrey-Montpascal,73135,La Tour-en-Maurienne
75071,Sceaux,92071,Sceaux
78167,Clichy-sous-Bois,93014,Clichy-sous-Bois
78495,Plessis-Saint-Benoist,91495,Plessis-Saint-Benoist
78515,Le Raincy,93062,Le Raincy
78628,Valmondois,95628,Valmondois
79222,Pugny,79179,Moncoutant-sur-Sèvre
79233,Rorthais,79079,Mauléon
80277,Éramecourt,80276,Équennes-Éramecourt
80323,Fonchette,80322,Fonches-Fonchette
85170,Payré-sur-Vendée,85094,Foussais-Payré
85272,Saint-Sulpice-le-Verdon,85197,Montréverd
01256,Montanay,69284,Montanay
02630,Quessy,02738,Tergnier
09248,Rogalle,09299,Soueix
20238,Poggio-di-Venaco,2B238,Poggio-di-Venaco
22167,Perret,22107,Bon Repos sur Blavet
28224,Lutz-en-Dunois,28330,Villemaury
28241,Le Mée,28103,Cloyes-les-Trois-Rivières
38227,Mépieu,38139,Creys-Mépieu
39148,Chisséria,39016,Arinthod
39482,Saint-Germain-lès-Arlay,39017,Arlay
41263,Tréhet,41070,Vallée-de-Ronsard
44034,La Chapelle-Saint-Sauveur,44213,Loireauxence
47268,Saint-Pierre-de-Caubel,47206,Pinel-Hauterive
48186,La Salle-Prunet,48061,Florac Trois Rivières
49103,Combrée,49248,Ombrée d'Anjou
50646,Le Vrétot,50082,Bricquebec-en-Cotentin
62807,Tatinghem,62757,Saint-Martin-lez-Tatinghem
63127,Creste,63335,Saint-Diéry
67340,Oberbronn-Zinswiller,67340,Oberbronn
69211,Saint-Jean-d'Ardières,69019,Belleville-en-Beaujolais
76267,La Folletière,76289,Saint Martin de l'If
78244,Fontenay-le-Vicomte,91244,Fontenay-le-Vicomte
78598,Soisy-sous-Montmorency,95598,Soisy-sous-Montmorency
78627,Vallangoujard,95627,Vallangoujard
81091,Ferrières,81062,Fontrieu
88323,La Neuveville-lès-Raon,88372,Raon-l'Étape
89097,Chêne-Arnoult,89086,Charny Orée de Puisaye
01251,Moëns,01313,Prévessin-Moëns
08270,Malmy,08115,Chémery-sur-Bar
12132,Loupiac,12257,Causse-et-Diège
12306,Vors,12056,Baraqueville
14114,Bures-sur-Dives,14712,Troarn
14321,Grisy,14735,Vendeuvre
14443,Montchauvet,14061,Souleuvre en Bocage
14493,Percy-en-Auge,14431,Mézidon Vallée d'Auge
15115,Marchal,15038,Champs-sur-Tarentaine-Marchal
20051,Cambia,2B051,Cambia
20184,Olcani,2B184,Olcani
20264,Rusio,2B264,Rusio
20325,Tivolaggio,2A249,Propriano
24049,Born-de-Champs,24028,Beaumontois en Périgord
48133,Saint-Amans,48127,Monts-de-Randon
49019,Bauné,49307,Loire-Authion
49169,La Jumellière,49092,Chemillé-en-Anjou
49189,Marigné,49080,Les Hauts-d'Anjou
52046,Bettoncourt-le-Haut,52187,Épizon
52143,Corgirnon,52083,Champsevraine
52150,Courcelles-Val-d'Esnoms,52189,Le Val-d'Esnoms
61154,Eperrais,61196,Belforêt-en-Perche
64007,Agnos,64007,Agnos
66229,Villeneuve-des-Escaldes,66005,Angoustrine-Villeneuve-des-Escaldes
69015,Avenas,69135,Deux-Grosnes
78085,Boissy-sous-Saint-Yon,91085,Boissy-sous-Saint-Yon
78142,Chars,95142,Chars
78215,Épinay-sous-Sénart,91215,Épinay-sous-Sénart
78229,Ézanville,95229,Ézanville
78253,Frémainville,95253,Frémainville
78656,Vienne-en-Arthies,95656,Vienne-en-Arthies
78660,Villaines-sous-Bois,95660,Villaines-sous-Bois
78689,Wissous,91689,Wissous
79315,Souché,79191,Niort
86259,Senillé,86245,Senillé-Saint-Sauveur
04147,Peyresq,04219,Thorame-Haute
08221,Havys,08169,Flaignes-Havys
08299,Montcy-Saint-Pierre,08105,Charleville-Mézières
08337,Pargny-Resson,08362,Rethel
14188,Coulvain,14579,Seulline
14462,Neuilly-la-Forêt,14342,Isigny-sur-Mer
17352,Saint-Laurent-de-la-Barrière,17457,La Devise
20006,Alata,2A006,Alata
20107,Ersa,2B107,Ersa
20153,Manso,2B153,Manso
20203,Partinello,2A203,Partinello
25034,Auxon-Dessous,25035,Les Auxons
28174,Gâtelles,28386,Thimert-Gâtelles
28368,La Saucelle,28368,La Saucelle
35011,Baillé,35292,Saint-Marc-le-Blanc
35073,Châtillon-sur-Seiche,35206,Noyal-Châtillon-sur-Seiche
41056,La Colombe,41173,Beauce la Romaine
47163,Mauvezin-sur-Gupie,47163,Mauvezin-sur-Gupie
50131,Chérencé-le-Roussel,50260,Juvigny les Vallées
50264,Lastelle,50405,Le Plessis-Lastelle
50314,Le Mesnil-Hue,50197,Gavray
50460,Sainte-Croix-Hague,50041,La Hague
61016,Autheuil,61491,Tourouvre au Perche
61019,Avernes-sous-Exmes,61474,Gouffern en Auge
61090,Champs,61491,Tourouvre au Perche
61157,Exmes,61474,Gouffern en Auge
64384,Mifaget,64148,Bruges-Capbis-Mifaget
64461,Puyo-Bellocq-Ramous,64461,Puyoô
66186,Saint-Nazaire,66186,Saint-Nazaire
70270,Gonvillars,70477,Saulnot
78135,Champcueil,91135,Champcueil
78178,Coubron,93015,Coubron
